student_id,year,term,department,program,student_type,gender,race_ethnicity,age,residency_status,first_generation,financial_aid,unmet_financial_need,credits_attempted,credits_completed,completion_rate,attendance_rate,engagement_score,advising_visits,tutoring_visits,online_courses,gpa,risk_level,retention_probability,retained,graduation_probability,graduated
S04211,2023,Fall,Nutrition,MS Nutrition,Graduate,Male,Asian,36,In-state,Yes,Yes,0.0,18,17,96.7,83.0,54.3,1,1,2,3.93,Low,0.788,No,0.599,No
S04212,2024,Fall,Nutrition,BS Nutrition,Undergraduate,Male,Asian,24,In-state,Yes,Yes,2987.0,31,31,100.0,100.0,59.1,0,3,2,3.62,Low,0.781,Yes,0.695,Yes
S04213,2024,Spring,Public Health,MS Epidemiology,Graduate,Female,White,31,Out-of-state,Yes,No,11516.0,18,17,94.8,81.7,75.4,2,0,2,4.0,Low,0.776,Yes,0.693,Yes
S04214,2025,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Hispanic/Latino,22,In-state,No,Yes,3755.0,24,24,100.0,87.8,66.9,0,3,1,3.32,Low,0.708,Yes,0.536,No
S04215,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Nonbinary,White,22,International,No,No,9771.0,33,32,96.5,84.1,78.9,3,2,3,4.0,Low,0.805,Yes,0.797,Yes
S04216,2026,Fall,Social Work,BSW,Undergraduate,Female,White,22,In-state,Yes,Yes,4024.0,30,30,100.0,79.7,58.9,6,1,3,3.16,Low,0.723,No,0.571,Yes
S04217,2022,Spring,Social Work,BSW,Undergraduate,Female,Hispanic/Latino,22,In-state,No,Yes,8459.0,24,23,95.7,72.0,86.4,4,0,1,3.81,Low,0.779,Yes,0.696,Yes
S04218,2023,Spring,Public Health,BS Public Health,Undergraduate,Male,Black,21,International,No,No,9963.0,27,25,92.4,89.7,73.7,2,2,1,3.08,Low,0.685,Yes,0.553,No
S04219,2026,Fall,Health Administration,MHA,Graduate,Female,White,29,Out-of-state,Yes,No,7770.0,21,21,99.1,89.7,76.4,2,1,5,3.66,Low,0.796,Yes,0.684,Yes
S04220,2023,Spring,Data Science,BS Health Data Science,Undergraduate,Male,White,23,In-state,No,Yes,2114.0,27,27,100.0,77.0,76.5,3,0,1,4.0,Low,0.822,No,0.738,Yes
S04221,2025,Spring,Health Administration,MHA,Graduate,Male,Black,22,International,Yes,No,10846.0,24,23,97.4,96.0,70.1,3,0,0,3.47,Low,0.776,Yes,0.682,Yes
S04222,2024,Spring,Health Administration,BS Health Administration,Undergraduate,Female,Hispanic/Latino,22,In-state,No,No,6747.0,24,24,100.0,79.7,53.5,2,3,2,3.42,Low,0.652,Yes,0.505,Yes
S04223,2022,Spring,Health Administration,BS Health Administration,Undergraduate,Male,Black,21,In-state,No,No,9569.0,32,27,84.7,72.3,42.6,4,1,0,2.14,High,0.236,No,0.116,No
S04224,2024,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Hispanic/Latino,22,In-state,No,No,6675.0,30,27,91.0,63.9,36.8,2,1,1,2.56,High,0.23,Yes,0.115,No
S04225,2024,Fall,Social Work,MSW,Graduate,Female,White,36,In-state,No,Yes,8621.0,30,30,100.0,87.2,61.9,3,1,2,3.43,Low,0.731,Yes,0.636,Yes
S04226,2025,Spring,Public Health,MPH,Graduate,Female,Asian,32,In-state,No,Yes,7824.0,27,27,100.0,81.9,67.8,3,2,1,3.42,Low,0.729,Yes,0.604,Yes
S04227,2023,Fall,Data Science,MS Health Data Science,Graduate,Male,Hispanic/Latino,34,Out-of-state,No,Yes,6366.0,21,21,100.0,83.9,48.5,3,3,2,4.0,Low,0.769,Yes,0.662,Yes
S04228,2024,Fall,Social Work,BSW,Undergraduate,Female,Black,23,In-state,No,No,5792.0,27,27,100.0,65.8,74.0,1,2,1,3.09,Medium,0.524,Yes,0.401,No
S04229,2022,Fall,Public Health,BS Public Health,Undergraduate,Male,Asian,28,In-state,No,Yes,1391.0,30,28,94.6,69.2,67.6,0,7,2,3.1,Medium,0.547,No,0.391,No
S04230,2023,Spring,Social Work,BSW,Undergraduate,Male,Black,21,In-state,Yes,No,11553.0,31,31,100.0,96.5,75.4,3,0,0,2.88,Medium,0.644,Yes,0.606,No
S04231,2022,Fall,Nutrition,MS Nutrition,Graduate,Female,Hispanic/Latino,32,Out-of-state,No,Yes,6873.0,21,19,90.4,64.4,49.8,1,0,1,3.56,Medium,0.518,Yes,0.384,Yes
S04232,2025,Spring,Nutrition,BS Nutrition,Undergraduate,Male,Black,19,In-state,No,Yes,3534.0,32,30,93.3,70.7,69.7,3,2,2,2.99,Low,0.642,Yes,0.448,Yes
S04233,2023,Fall,Public Health,BS Public Health,Undergraduate,Female,White,24,In-state,No,No,4362.0,31,31,100.0,95.0,80.6,0,4,2,3.15,Low,0.751,Yes,0.625,Yes
S04234,2026,Fall,Social Work,MSW,Graduate,Female,White,33,In-state,No,No,4492.0,27,27,100.0,94.9,89.6,4,3,3,3.7,Low,0.878,Yes,0.807,Yes
S04235,2024,Spring,Social Work,BSW,Undergraduate,Female,White,20,In-state,No,No,4205.0,30,27,89.2,89.6,53.8,2,3,2,2.88,Low,0.645,No,0.443,No
S04236,2025,Fall,Health Administration,MHA,Graduate,Male,White,32,In-state,No,Yes,6953.0,18,18,98.0,72.3,57.8,2,2,1,3.86,Low,0.708,Yes,0.554,No
S04237,2025,Fall,Nutrition,BS Nutrition,Undergraduate,Male,Hispanic/Latino,19,International,No,Yes,2480.0,27,24,90.0,80.0,83.0,6,1,1,2.53,Medium,0.67,No,0.456,Yes
S04238,2024,Spring,Social Work,MSW,Graduate,Female,Black,35,In-state,Yes,Yes,2892.0,21,19,88.3,71.4,60.3,1,0,0,3.4,Low,0.664,Yes,0.422,No
S04239,2022,Fall,Social Work,BSW,Undergraduate,Female,Asian,20,Out-of-state,No,No,4661.0,24,20,81.4,68.1,57.1,1,2,2,1.46,High,0.175,No,0.045,No
S04240,2024,Spring,Data Science,BS Health Data Science,Undergraduate,Female,White,21,Out-of-state,No,No,8739.0,30,30,100.0,86.0,83.7,0,1,0,3.09,Low,0.675,No,0.558,Yes
S04241,2025,Spring,Health Administration,BS Health Administration,Undergraduate,Female,White,19,In-state,No,No,7985.0,33,30,90.2,75.7,79.2,2,1,2,2.23,Medium,0.457,No,0.305,No
S04242,2022,Spring,Data Science,BS Health Data Science,Undergraduate,Female,Hispanic/Latino,23,In-state,No,Yes,4083.0,33,33,99.4,81.8,54.9,4,4,1,3.42,Low,0.723,Yes,0.615,Yes
S04243,2022,Fall,Social Work,BSW,Undergraduate,Nonbinary,Black,20,In-state,No,No,7797.0,33,32,97.6,77.5,78.4,4,2,2,2.47,Medium,0.543,No,0.416,Yes
S04244,2026,Spring,Nutrition,BS Nutrition,Undergraduate,Male,Multiracial,19,In-state,No,No,4522.0,24,20,83.9,56.4,54.1,3,3,2,3.06,Medium,0.451,No,0.279,No
S04245,2022,Spring,Nutrition,MS Nutrition,Graduate,Female,Hispanic/Latino,39,In-state,No,Yes,8352.0,24,24,100.0,88.2,61.1,5,4,2,3.46,Low,0.769,Yes,0.65,No
S04246,2024,Fall,Public Health,BS Public Health,Undergraduate,Female,Hispanic/Latino,22,In-state,Yes,Yes,1197.0,31,31,100.0,94.2,69.7,4,1,1,3.87,Low,0.864,Yes,0.804,Yes
S04247,2026,Spring,Social Work,MSW,Graduate,Female,White,27,In-state,Yes,Yes,5169.0,18,18,100.0,92.3,67.9,4,0,4,3.98,Low,0.855,Yes,0.758,No
S04248,2025,Fall,Public Health,MPH,Graduate,Female,White,25,International,Yes,Yes,7700.0,30,28,94.5,68.2,70.0,2,4,2,2.7,High,0.373,No,0.215,No
S04249,2023,Fall,Social Work,BSW,Undergraduate,Male,Hispanic/Latino,23,In-state,Yes,Yes,3899.0,24,22,91.2,72.1,70.3,2,1,2,2.68,Medium,0.519,Yes,0.318,No
S04250,2026,Spring,Social Work,BSW,Undergraduate,Female,Hispanic/Latino,22,Out-of-state,No,Yes,864.0,33,33,100.0,88.6,88.9,3,0,2,3.7,Low,0.86,No,0.79,Yes
S04251,2025,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Black,20,In-state,No,Yes,3835.0,27,27,100.0,100.0,78.1,4,3,2,4.0,Low,0.888,Yes,0.847,Yes
S04252,2023,Spring,Public Health,BS Public Health,Undergraduate,Male,White,21,International,No,Yes,8659.0,27,24,90.2,94.7,79.2,2,3,0,3.11,Low,0.738,Yes,0.604,Yes
S04253,2023,Spring,Public Health,BS Public Health,Undergraduate,Female,Asian,18,In-state,Yes,No,8191.0,30,30,100.0,88.7,70.3,3,4,1,3.49,Low,0.755,No,0.685,Yes
S04254,2023,Spring,Health Administration,BS Health Administration,Undergraduate,Male,White,21,In-state,No,No,8825.0,27,24,88.6,80.6,75.0,1,2,1,2.79,Low,0.592,No,0.4,No
S04255,2026,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Asian,21,In-state,No,Yes,5247.0,30,30,100.0,100.0,91.5,4,4,3,4.0,Low,0.9,Yes,0.878,Yes
S04256,2022,Fall,Health Administration,BS Health Administration,Undergraduate,Female,Black,23,In-state,No,No,9191.0,32,31,96.0,99.3,57.3,0,2,3,3.98,Low,0.771,Yes,0.76,Yes
S04257,2022,Fall,Social Work,BSW,Undergraduate,Female,White,22,In-state,Yes,Yes,5103.0,33,26,79.0,72.0,63.9,3,2,0,1.54,High,0.236,No,0.078,No
S04258,2026,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Asian,20,International,Yes,Yes,8085.0,31,31,100.0,90.4,100.0,3,2,1,4.0,Low,0.872,Yes,0.857,Yes
S04259,2026,Spring,Data Science,BS Health Data Science,Undergraduate,Female,White,23,International,No,Yes,8530.0,24,23,97.7,77.8,66.0,0,1,0,2.94,Medium,0.492,Yes,0.369,No
S04260,2022,Spring,Health Administration,BS Health Administration,Undergraduate,Male,Black,19,In-state,No,Yes,10571.0,27,27,100.0,95.0,57.2,2,2,0,2.96,Low,0.638,Yes,0.512,Yes
S04261,2022,Fall,Social Work,BSW,Undergraduate,Male,Black,19,In-state,Yes,Yes,4326.0,33,33,100.0,85.5,83.4,4,3,2,3.31,Low,0.795,Yes,0.699,Yes
S04262,2026,Fall,Public Health,BS Public Health,Undergraduate,Male,White,21,International,No,No,9736.0,27,27,100.0,77.7,59.4,2,2,1,3.69,Medium,0.616,No,0.601,No
S04263,2022,Fall,Social Work,BSW,Undergraduate,Female,Hispanic/Latino,19,Out-of-state,No,No,14144.0,33,30,90.8,84.2,63.7,2,2,0,3.29,Low,0.619,Yes,0.57,Yes
S04264,2022,Spring,Public Health,MS Epidemiology,Graduate,Female,White,33,Out-of-state,Yes,Yes,6240.0,27,27,100.0,75.9,48.4,4,2,0,3.33,Low,0.661,Yes,0.496,No
S04265,2025,Spring,Data Science,BS Health Data Science,Undergraduate,Male,Multiracial,22,In-state,No,Yes,6716.0,32,32,100.0,92.9,100.0,4,4,1,4.0,Low,0.891,Yes,0.876,Yes
S04266,2024,Spring,Health Administration,BS Health Administration,Undergraduate,Male,Multiracial,21,In-state,No,Yes,0.0,30,27,90.8,73.8,62.0,2,4,0,3.06,Low,0.657,No,0.422,Yes
S04267,2023,Spring,Health Administration,BS Health Administration,Undergraduate,Male,White,21,In-state,No,Yes,7769.0,27,24,89.5,93.6,77.7,3,1,3,2.76,Low,0.707,Yes,0.523,No
S04268,2022,Fall,Public Health,MPH,Graduate,Female,White,38,In-state,No,No,10525.0,30,30,100.0,90.7,85.2,0,3,2,4.0,Medium,0.77,Yes,0.791,Yes
S04269,2023,Spring,Public Health,BS Public Health,Undergraduate,Male,White,21,In-state,Yes,Yes,8179.0,33,32,98.3,90.6,67.3,0,3,3,3.19,Low,0.666,No,0.567,No
S04270,2024,Fall,Health Administration,BS Health Administration,Undergraduate,Female,White,21,In-state,Yes,Yes,3254.0,31,31,100.0,87.7,71.8,7,3,0,3.14,Low,0.805,No,0.679,Yes
S04271,2025,Fall,Data Science,BS Health Data Science,Undergraduate,Male,Asian,25,In-state,Yes,Yes,11026.0,27,27,100.0,83.2,100.0,5,1,1,3.69,Low,0.832,Yes,0.795,Yes
S04272,2026,Fall,Public Health,MS Epidemiology,Graduate,Nonbinary,Asian,34,In-state,No,Yes,4061.0,24,24,100.0,91.8,100.0,2,3,2,3.26,Low,0.836,Yes,0.691,No
S04273,2026,Fall,Social Work,BSW,Undergraduate,Female,Asian,26,Out-of-state,Yes,Yes,3654.0,30,30,100.0,90.1,58.2,3,0,1,3.6,Low,0.776,Yes,0.681,Yes
S04274,2026,Fall,Social Work,BSW,Undergraduate,Male,White,22,In-state,Yes,Yes,3904.0,24,21,88.0,57.2,70.5,1,1,2,3.12,Medium,0.489,Yes,0.316,No
S04275,2022,Fall,Social Work,MSW,Graduate,Male,Black,32,In-state,No,No,1935.0,27,27,100.0,80.3,72.4,3,0,2,4.0,Low,0.837,Yes,0.743,Yes
S04276,2024,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Hispanic/Latino,24,In-state,Yes,Yes,9652.0,32,32,99.1,71.0,68.3,0,1,2,3.79,Medium,0.588,Yes,0.606,Yes
S04277,2025,Fall,Data Science,MS Health Data Science,Graduate,Female,White,36,In-state,No,No,11864.0,18,17,94.3,84.4,78.0,2,0,3,2.89,Medium,0.587,Yes,0.439,No
S04278,2025,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Black,18,In-state,No,Yes,4167.0,33,33,100.0,85.6,100.0,4,3,2,3.55,Low,0.853,Yes,0.791,No
S04279,2026,Fall,Health Administration,MHA,Graduate,Female,White,25,In-state,No,Yes,5716.0,27,27,100.0,95.0,100.0,3,2,2,4.0,Low,0.899,Yes,0.86,Yes
S04280,2026,Spring,Social Work,BSW,Undergraduate,Female,White,18,In-state,Yes,Yes,0.0,30,30,100.0,75.4,77.4,1,0,1,4.0,Low,0.807,Yes,0.715,Yes
S04281,2024,Fall,Health Administration,BS Health Administration,Undergraduate,Male,Hispanic/Latino,22,In-state,No,Yes,7563.0,32,28,88.1,97.1,66.8,0,0,4,2.74,Medium,0.577,No,0.466,Yes
S04282,2025,Spring,Social Work,BSW,Undergraduate,Male,White,19,In-state,No,No,6130.0,30,28,92.1,72.5,66.2,2,4,1,2.66,Medium,0.482,Yes,0.336,No
S04283,2024,Spring,Public Health,MPH,Graduate,Male,White,31,In-state,Yes,No,4433.0,30,27,89.6,71.4,58.6,0,1,3,2.98,Medium,0.498,Yes,0.339,Yes
S04284,2024,Spring,Social Work,BSW,Undergraduate,Male,Asian,21,In-state,Yes,Yes,5577.0,33,33,99.6,84.8,81.3,4,0,1,2.65,Low,0.696,Yes,0.525,Yes
S04285,2024,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Black,22,In-state,Yes,No,12387.0,33,31,95.0,69.5,51.0,1,2,1,2.35,High,0.208,No,0.129,Yes
S04286,2025,Fall,Public Health,BS Public Health,Undergraduate,Female,Black,21,In-state,Yes,Yes,4994.0,30,27,88.7,94.4,72.6,1,0,2,2.76,Low,0.686,Yes,0.489,No
S04287,2025,Spring,Nutrition,MS Nutrition,Graduate,Female,White,30,In-state,No,No,6959.0,27,27,100.0,78.1,67.3,1,4,2,3.31,Low,0.669,Yes,0.512,No
S04288,2026,Fall,Social Work,BSW,Undergraduate,Male,Multiracial,19,In-state,Yes,Yes,4317.0,27,25,92.4,99.9,45.6,2,3,1,2.31,Medium,0.522,No,0.326,No
S04289,2026,Fall,Public Health,BS Public Health,Undergraduate,Female,White,20,In-state,Yes,Yes,2936.0,27,24,88.8,66.3,51.6,2,0,1,1.95,High,0.232,No,0.077,No
S04290,2023,Spring,Health Administration,BS Health Administration,Undergraduate,Male,White,22,In-state,No,No,9860.0,32,32,100.0,76.4,61.2,2,3,3,3.56,Medium,0.593,No,0.594,Yes
S04291,2024,Spring,Health Administration,BS Health Administration,Undergraduate,Female,White,21,In-state,Yes,Yes,6005.0,31,31,99.6,84.6,86.4,0,2,0,3.12,Low,0.704,Yes,0.573,No
S04292,2023,Fall,Public Health,BS Public Health,Undergraduate,Female,Hispanic/Latino,22,In-state,No,No,8850.0,27,27,100.0,91.1,61.9,3,4,0,3.87,Low,0.783,Yes,0.74,Yes
S04293,2025,Spring,Public Health,MPH,Graduate,Female,Black,30,In-state,No,No,11606.0,21,18,84.0,65.6,47.9,2,0,4,2.87,High,0.282,No,0.15,Yes
S04294,2024,Fall,Data Science,BS Health Data Science,Undergraduate,Male,White,22,In-state,No,Yes,8276.0,24,22,91.4,86.3,66.7,3,2,0,2.77,Low,0.634,No,0.43,Yes
S04295,2025,Fall,Nutrition,MS Nutrition,Graduate,Male,Black,30,In-state,No,Yes,7616.0,30,30,100.0,76.4,84.7,5,0,3,3.79,Low,0.82,Yes,0.759,Yes
S04296,2023,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Black,21,In-state,No,No,5200.0,24,24,100.0,80.9,88.5,2,0,0,3.86,Low,0.816,No,0.732,Yes
S04297,2025,Fall,Data Science,BS Health Data Science,Undergraduate,Female,White,21,In-state,No,No,7422.0,31,22,69.5,91.1,64.1,0,0,1,2.1,High,0.328,Yes,0.149,No
S04298,2023,Fall,Data Science,MS Health Data Science,Graduate,Male,White,31,International,Yes,No,8275.0,24,24,100.0,76.0,70.8,4,1,3,4.0,Low,0.793,Yes,0.718,Yes
S04299,2022,Spring,Public Health,MS Epidemiology,Graduate,Male,White,25,In-state,Yes,Yes,2873.0,18,18,100.0,84.7,73.3,2,3,2,3.53,Low,0.789,Yes,0.597,No
S04300,2025,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Multiracial,19,In-state,Yes,No,8362.0,24,24,100.0,92.4,54.7,1,1,3,3.12,Low,0.642,Yes,0.49,No
S04301,2023,Fall,Public Health,BS Public Health,Undergraduate,Female,Black,26,Out-of-state,No,Yes,0.0,32,30,94.3,74.6,61.6,2,3,1,2.96,Low,0.645,No,0.417,No
S04302,2022,Spring,Public Health,MPH,Graduate,Male,Black,32,In-state,No,No,8194.0,27,27,100.0,82.8,63.2,2,3,2,3.57,Low,0.721,Yes,0.613,Yes
S04303,2022,Fall,Data Science,BS Health Data Science,Undergraduate,Female,White,21,In-state,No,Yes,4774.0,33,32,96.6,100.0,72.5,6,6,2,3.72,Low,0.873,Yes,0.834,Yes
S04304,2022,Spring,Public Health,MPH,Graduate,Female,Black,30,In-state,Yes,No,5264.0,27,27,100.0,99.6,61.0,0,1,2,3.43,Low,0.76,Yes,0.632,Yes
S04305,2026,Spring,Public Health,BS Public Health,Undergraduate,Male,Black,21,Out-of-state,Yes,Yes,4306.0,32,32,100.0,95.8,88.2,1,3,0,3.59,Low,0.831,Yes,0.768,No
S04306,2022,Spring,Public Health,BS Public Health,Undergraduate,Female,White,18,In-state,Yes,Yes,1893.0,33,32,96.0,95.3,83.9,4,0,1,2.78,Low,0.791,Yes,0.626,Yes
S04307,2025,Spring,Nutrition,BS Nutrition,Undergraduate,Male,Asian,21,Out-of-state,No,Yes,1471.0,33,33,100.0,84.3,100.0,4,1,0,4.0,Low,0.893,Yes,0.854,Yes
S04308,2026,Fall,Social Work,BSW,Undergraduate,Male,White,18,In-state,Yes,No,11709.0,33,32,97.9,83.7,97.5,3,1,2,3.4,Low,0.768,No,0.728,Yes
S04309,2022,Fall,Social Work,MSW,Graduate,Female,White,24,Out-of-state,No,No,7895.0,21,21,100.0,76.0,86.8,3,0,3,4.0,Low,0.818,Yes,0.733,Yes
S04310,2022,Spring,Data Science,BS Health Data Science,Undergraduate,Male,White,21,In-state,No,Yes,2436.0,31,31,100.0,88.2,92.4,2,3,2,3.45,Low,0.825,Yes,0.726,Yes
S04311,2023,Fall,Health Administration,BS Health Administration,Undergraduate,Male,Black,20,In-state,No,Yes,1652.0,33,31,94.6,92.4,95.4,1,0,1,2.66,Low,0.754,Yes,0.553,No
S04312,2025,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,21,Out-of-state,No,No,14533.0,27,27,100.0,69.8,61.9,2,0,0,3.95,Medium,0.577,No,0.627,Yes
S04313,2022,Spring,Social Work,BSW,Undergraduate,Female,Asian,19,In-state,Yes,No,6204.0,31,30,98.0,86.8,93.0,5,0,0,2.68,Low,0.754,Yes,0.589,No
S04314,2022,Fall,Social Work,MSW,Graduate,Female,Hispanic/Latino,30,In-state,No,No,11900.0,18,18,100.0,70.7,84.0,2,5,2,3.38,Medium,0.611,Yes,0.508,Yes
S04315,2022,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Black,20,In-state,Yes,No,10706.0,27,27,100.0,84.0,59.3,0,0,2,3.29,Medium,0.537,Yes,0.495,Yes
S04316,2026,Fall,Public Health,MS Epidemiology,Graduate,Male,White,22,Out-of-state,Yes,No,9505.0,21,21,100.0,74.7,69.9,2,5,2,3.4,Medium,0.611,Yes,0.507,No
S04317,2024,Fall,Nutrition,BS Nutrition,Undergraduate,Male,Black,22,Out-of-state,Yes,Yes,8061.0,24,23,96.6,93.7,50.9,0,0,2,3.1,Low,0.617,No,0.453,No
S04318,2025,Fall,Public Health,BS Public Health,Undergraduate,Female,Black,25,In-state,Yes,No,7539.0,24,24,100.0,88.2,76.9,1,2,3,3.69,Low,0.769,No,0.681,Yes
S04319,2026,Spring,Social Work,BSW,Undergraduate,Nonbinary,White,19,In-state,No,Yes,0.0,27,24,88.2,72.7,81.9,4,0,2,2.66,Medium,0.636,Yes,0.402,No
S04320,2024,Fall,Data Science,MS Health Data Science,Graduate,Female,Hispanic/Latino,27,In-state,Yes,Yes,7329.0,30,30,100.0,79.2,62.5,3,1,1,3.15,Low,0.669,Yes,0.518,No
S04321,2023,Fall,Public Health,BS Public Health,Undergraduate,Male,Black,21,Out-of-state,No,Yes,1535.0,32,32,100.0,93.2,77.3,4,3,2,4.0,Low,0.881,Yes,0.839,No
S04322,2024,Spring,Health Administration,BS Health Administration,Undergraduate,Male,White,19,International,Yes,Yes,8616.0,32,28,87.4,62.0,74.1,4,0,2,2.47,High,0.33,No,0.185,No
S04323,2025,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Asian,25,Out-of-state,Yes,Yes,6245.0,30,30,100.0,98.4,100.0,4,1,1,3.66,Low,0.883,Yes,0.844,Yes
S04324,2025,Fall,Health Administration,MHA,Graduate,Female,Black,37,In-state,Yes,Yes,3141.0,27,27,100.0,99.2,62.7,0,2,3,3.4,Low,0.774,Yes,0.628,No
S04325,2024,Fall,Social Work,BSW,Undergraduate,Male,White,22,International,No,No,10998.0,24,24,100.0,70.6,56.4,4,2,3,2.52,Medium,0.406,No,0.278,No
S04326,2025,Spring,Public Health,BS Public Health,Undergraduate,Female,Black,25,In-state,No,Yes,3586.0,27,27,100.0,98.5,67.5,5,3,2,3.58,Low,0.846,Yes,0.762,Yes
S04327,2023,Spring,Nutrition,BS Nutrition,Undergraduate,Male,Black,24,In-state,No,Yes,8824.0,33,33,100.0,100.0,84.1,3,1,1,2.45,Low,0.704,No,0.558,Yes
S04328,2024,Fall,Nutrition,MS Nutrition,Graduate,Female,White,31,International,Yes,Yes,12228.0,21,21,100.0,82.0,63.4,1,2,1,3.51,Low,0.658,No,0.539,No
S04329,2023,Fall,Nutrition,MS Nutrition,Graduate,Female,White,34,In-state,No,Yes,4491.0,30,30,100.0,72.3,86.4,1,3,3,4.0,Low,0.801,Yes,0.725,Yes
S04330,2023,Spring,Nutrition,BS Nutrition,Undergraduate,Male,Hispanic/Latino,21,Out-of-state,No,No,7301.0,27,25,91.9,70.4,74.8,0,0,2,3.07,Medium,0.514,Yes,0.396,No
S04331,2023,Spring,Data Science,BS Health Data Science,Undergraduate,Male,White,20,International,No,No,12270.0,31,28,91.8,87.7,66.6,5,1,1,3.13,Low,0.694,Yes,0.608,Yes
S04332,2022,Spring,Social Work,BSW,Undergraduate,Male,White,22,In-state,No,Yes,7645.0,33,33,100.0,84.8,73.8,4,1,0,4.0,Low,0.821,Yes,0.805,Yes
S04333,2025,Fall,Public Health,BS Public Health,Undergraduate,Female,White,22,Out-of-state,No,Yes,3828.0,30,28,94.5,94.1,93.3,3,2,3,2.76,Low,0.78,No,0.602,No
S04334,2025,Fall,Public Health,BS Public Health,Undergraduate,Female,White,23,In-state,No,Yes,338.0,30,30,99.7,66.7,56.2,2,2,0,2.72,Medium,0.482,No,0.297,No
S04335,2025,Fall,Public Health,BS Public Health,Undergraduate,Female,Hispanic/Latino,22,In-state,Yes,Yes,3372.0,33,25,77.1,72.5,66.0,0,1,2,2.38,High,0.318,No,0.14,No
S04336,2024,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Black,24,Out-of-state,Yes,Yes,1818.0,24,23,94.3,82.2,55.3,0,2,1,3.46,Low,0.683,Yes,0.49,Yes
S04337,2022,Spring,Data Science,MS Health Data Science,Graduate,Female,Asian,27,In-state,Yes,Yes,4661.0,24,21,88.6,86.1,59.0,4,4,2,3.48,Low,0.769,Yes,0.599,No
S04338,2023,Spring,Health Administration,BS Health Administration,Undergraduate,Male,Hispanic/Latino,23,Out-of-state,Yes,No,9658.0,27,26,97.0,83.0,78.0,3,1,0,3.75,Low,0.772,Yes,0.715,Yes
S04339,2023,Fall,Social Work,BSW,Undergraduate,Male,Other/Unknown,18,In-state,Yes,Yes,5177.0,30,27,89.3,83.7,58.6,4,3,0,3.62,Low,0.758,Yes,0.654,Yes
S04340,2023,Spring,Social Work,BSW,Undergraduate,Male,White,18,International,No,Yes,10507.0,33,33,100.0,88.1,66.0,6,0,0,3.49,Low,0.769,Yes,0.733,Yes
S04341,2025,Fall,Social Work,MSW,Graduate,Male,Hispanic/Latino,22,In-state,No,No,3352.0,30,29,97.3,94.6,54.1,2,2,3,2.97,Low,0.709,Yes,0.513,No
S04342,2023,Spring,Social Work,BSW,Undergraduate,Male,Asian,20,International,No,No,3740.0,30,28,92.9,86.8,46.8,1,2,0,3.78,Low,0.724,Yes,0.622,No
S04343,2025,Fall,Social Work,BSW,Undergraduate,Female,Asian,19,Out-of-state,Yes,Yes,5429.0,33,30,91.1,92.2,72.1,3,3,1,2.98,Low,0.732,No,0.587,Yes
S04344,2024,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Hispanic/Latino,20,In-state,No,Yes,4057.0,33,32,98.0,100.0,83.9,2,0,1,4.0,Low,0.879,Yes,0.852,Yes
S04345,2023,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Black,20,In-state,No,No,2101.0,33,29,88.3,100.0,88.1,4,0,2,2.45,Low,0.781,Yes,0.567,Yes
S04346,2026,Fall,Social Work,MSW,Graduate,Female,White,32,In-state,No,No,5595.0,24,22,92.8,79.4,65.1,0,4,3,2.74,Medium,0.513,Yes,0.321,No
S04347,2026,Fall,Public Health,BS Public Health,Undergraduate,Male,White,19,International,Yes,No,8960.0,30,29,95.1,71.9,68.6,5,0,1,1.85,High,0.288,No,0.136,No
S04348,2024,Fall,Public Health,BS Public Health,Undergraduate,Male,Hispanic/Latino,20,In-state,Yes,Yes,6339.0,32,28,88.3,69.1,51.7,0,4,1,2.92,High,0.31,No,0.189,No
S04349,2026,Fall,Social Work,BSW,Undergraduate,Female,Black,23,In-state,No,No,5823.0,33,33,100.0,88.5,57.1,6,0,2,4.0,Low,0.832,Yes,0.807,Yes
S04350,2023,Fall,Public Health,BS Public Health,Undergraduate,Female,Multiracial,18,In-state,No,No,2586.0,33,25,74.3,97.6,44.9,1,1,2,2.07,High,0.356,No,0.151,Yes
S04351,2024,Fall,Health Administration,BS Health Administration,Undergraduate,Female,Black,20,In-state,Yes,No,7737.0,24,24,100.0,91.0,85.2,7,1,1,3.57,Low,0.855,Yes,0.785,Yes
S04352,2022,Spring,Public Health,BS Public Health,Undergraduate,Male,White,20,Out-of-state,Yes,Yes,4112.0,31,31,99.8,80.4,78.4,6,4,1,3.74,Low,0.836,No,0.771,No
